frame,knee_angle
555,176.36376200838916
556,176.4148977452128
557,176.90101956024375
558,177.12766280346918
559,177.17887879811005
560,177.38527962545965
561,177.68229786923607
562,177.69682924667032
563,177.82554716597775
564,177.96858347637937
565,177.9749091447239
566,178.03367258286613
567,178.22095864188844
568,178.0908227442403
569,177.85463784963352
570,177.8668659960469
571,178.02683594443025
572,178.43602861940076
573,178.52056859360349
574,178.7349687269338
575,179.00578496686322
576,179.3013100749111
577,179.61789666452873
578,179.76629970894757
579,179.18386117486185
580,178.36071629507464
581,177.21475426332395
582,176.50526151314898
583,175.38552474447204
584,174.52824189923376
585,173.6219905983905
586,172.45623218212816
587,171.68160159467698
588,171.3810775040003
589,170.83241045099751
590,170.62388242731654
591,170.71450346706627
592,170.70153084957118
593,170.94143565546293
594,171.24880194393626
595,171.4086875849025
596,171.76112354497593
597,172.3866244337585
598,172.21518758918114
599,172.577144033086
600,172.80296051281056
601,173.17638888180255
602,173.57840787615663
603,173.9872594833038
604,174.39762266128088
605,174.82682695321503
606,173.34383855528483
607,171.1680183744626
608,169.59101519544976
609,168.8482691166317
610,168.80142806751195
611,169.1019658698239
612,169.30293281108715
613,169.33483255535785
614,170.32588031853112
615,171.2356138124122
616,172.22399933772587
617,172.7915931850864
618,173.49885655294833
619,173.38743613287525
620,173.34920652792513
621,173.2436348790985
622,173.6428286792552
623,173.64383572353546
624,174.63237406026198
625,175.73279687813263
626,175.62649357377603
627,175.74064795059013
628,176.37324980950086
629,176.35105137318703
630,176.71102468965879
631,177.24748399317767
632,177.11507216960672
633,177.10359435358964
634,177.42851285920102
635,177.81719966484684
636,177.63134664746778
637,178.3019397751661
638,178.37736686659042
639,178.65749399866885
640,178.64963522255078
641,178.32462534428518
642,177.99216123592683
643,177.29447439187655
644,177.21976335351835
645,176.5264486724551
646,176.76828490788154
647,176.46577228585082
648,176.69052789384054
649,176.61672993745805
652,170.5128575301593
653,179.17857100753702
654,179.31123369555044
655,179.50958675043077
656,178.99349714106532
657,178.6143380532096
658,178.13354174030192
659,177.92186308479307
660,177.40856151752288
661,176.84099204423688
662,174.53594770507442
663,174.1453009772397
664,174.16805760831815
665,173.29508139709597
666,172.6125043864094
667,37.728755158079274
668,67.11650916243237
669,85.39090606443669
670,139.21960961189484
671,99.6428050365897
672,28.605908508288444
673,38.274875513993756
683,160.27531153061477
692,168.16752634058392
693,167.9382011114402
694,169.76762725884547
696,0.38898731484742705
698,22.340149822322896
699,24.220765740334542
700,22.995736631570303
701,20.535041195267386
707,178.41129775673673
708,179.24302708579293
709,179.7536564128702
710,177.14504130126653
711,175.79447345958215
712,176.55495061044516
713,162.955849780772
714,159.24327205559055
715,35.58695034027751
716,101.74122280981555
732,177.7683775045436
733,177.94021884748855
734,178.2888059495084
735,178.4402854283811
736,177.95047493473612
737,177.7763355521035
738,175.82651321763856
739,174.40427489943426
740,172.3726649179043
741,168.75494479069152
742,163.69399143635226
743,163.60668428457342
744,159.4339952031618
745,145.61385545992061
746,137.97420536606802
751,114.74212867602421
752,103.98037199133077
753,131.37859415981367
754,138.50430109338748
755,144.36356710634556
756,164.58173920492067
757,162.0881323488918
